Time from Start to Finish (seconds),Approximate Age,Approximate Empolyees,Approximate Wage,Approximate Spending,Coding Years,TPU Times,ML Years
947,27,125,65000,5000,7.5,0,10
645,42,25,27500,0,2,1,2
560,20,25,500,0,2,0,2
459,27,500,2500,0,1,0,2
1298,27,125,1500,0,0,,
850,23,10000,2500,500,1,3,1
338,27,,0,,2,0,4
249,20,,0,,2,0,2
782,37,5000,55000,0,2,0,1
416130,23,,0,,2,0,2
260,23,,0,,2,1,2
710,27,5000,500,0,4,0,1
385,20,10000,45000,0,4,1,2
704,32,500,8250,500,7.5,0,1
423,27,,0,,4,0,2
870,42,10000,112500,100000,2,0,2
148,52,5000,500000,100000,,,
453,42,25,112500,5000,15,0,1
640,27,125,27500,0,7.5,0,5
670,27,500,3500,0,1,0,1
630,32,500,4500,5000,2,0,2
545,37,10000,65000,0,7.5,0,5
1463,23,,0,,4,0,2
2247,42,25,45000,0,4,0,3
602,37,10000,22500,0,7.5,0,1
323100,37,25,0,,,,
311,20,,0,,0,,
676,23,10000,65000,0,2,0,2
480,23,,0,,4,0,3
390,23,,0,,2,0,2
493,23,5000,12500,0,1,0,1
652,27,10000,27500,500,2,1,2
1155,42,500,35000,5000,1,0,1
837,27,25,12500,0,4,0,3
251,23,,0,,1,0,1
600,27,5000,12500,0,1,0,1
349,20,25,500,0,1,1,1
2076,32,,0,,7.5,0,2
242,65,10000,17500,500,0,,
1886,37,25,8250,0,1,0,1
1470,32,10000,27500,5000,15,0,5
724,37,10000,35000,50000,7.5,0,4
3506,32,5000,22500,0,1,0,1
899,27,25,75000,5000,1,0,1
1390,27,25,27500,5000,2,0,3
410,32,125,75000,500,7.5,0,1
5305,27,5000,95000,100000,4,0,2
926,27,25,4500,50,2,0,2
437,27,,0,,1,0,1
239,23,,0,,4,0,1
318960,37,500,22500,50,7.5,0,3
478,27,125,55000,500,2,0,1
857,20,,0,,2,1,2
674,27,25,8250,500,2,0,2
218,32,500,1500,500,0,,
377,20,,0,,1,0,1
3985,42,,0,,4,1,3
367,27,125,22500,0,2,1,2
400,32,10000,95000,0,4,0,2
516,27,,0,,4,0,1
174,20,,0,,4,0,2
726,37,500,2500,0,7.5,0,5
1651,37,5000,12500,50,4,0,2
258,23,,0,,2,0,2
748,37,5000,133000,100000,7.5,0,5
66285,27,25,35000,500,2,0,1
589,37,25,85000,5000,4,3,4
1148,52,25,1500,500,15,1,20
500,27,10000,175000,50000,7.5,0,1
533,32,25,2500,0,2,0,2
595,42,125,22500,0,15,1,12
565,32,10000,8250,5000,7.5,1,5
712,42,10000,35000,0,1,1,2
434,20,,0,,1,0,1
69650,23,10000,4500,500,2,0,2
1117,23,,0,,4,0,3
778,42,10000,175000,100000,20,0,1
495,47,10000,225000,5000,20,0,3
1446,47,5000,95000,5000,2,0,2
334,20,,0,,1,0,1
507,42,25,45000,50,15,3,10
591,20,,0,,4,1,1
282,27,5000,12500,0,4,3,3
774,42,125,2500,100000,4,0,3
1429,52,500,12500,5000,1,0,1
233,27,,0,,2,0,1
742,20,125,2500,5000,2,3,1
608,37,5000,112500,100000,7.5,0,5
837,27,5000,35000,500,4,0,4
631,37,500,35000,50000,7.5,0,4
399,23,,0,,1,0,1
369,23,,0,,2,3,3
450,27,25,500,50,1,0,1
645,32,25,27500,500,4,0,5
971,32,25,22500,500,4,0,3
586,20,,0,,1,0,1
592,27,125,500,50,1,3,1
476,27,10000,4500,50,1,0,1
338,23,,0,,2,0,1
311,20,,0,,2,0,1
356,37,5000,0,,,,
303,23,,0,,4,0,1
495,32,500,55000,500,4,1,3
830,32,125,12500,5000,2,0,2
128,20,5000,0,,,,
1765,23,,0,,1,0,1
364,23,,0,,2,0,2
291,57,5000,175000,100000,20,,
336,47,25,4500,0,1,0,1
298,23,,0,,2,0,2
150,20,25,500,0,1,25,20
44241,27,,0,,,,
1762,20,,0,,2,0,1
238,23,,0,,0,,
487,37,25,55000,500,4,0,1
1433,20,,0,,2,3,2
335,27,5000,45000,500,2,0,2
212,20,,0,,1,0,1
539,23,5000,75000,500,2,0,1
255,20,,0,,0,,
498,37,25,500,0,1,0,1
852,32,125,75000,100000,2,0,1
1877,23,10000,45000,50,4,0,3
407,27,500,500,0,,,
690,20,,0,,,,
2448,23,,0,,2,0,1
824,32,25,1500,0,1,0,1
1162,32,125,8250,50000,2,0,2
300,23,,0,,1,0,1
583,47,10000,85000,100000,7.5,0,5
518,20,,0,,1,1,1
543,20,,0,,1,0,1
536,27,25,65000,5000,4,1,4
272,27,,0,,2,0,2
539,20,,0,,1,0,1
350,20,,0,,1,0,1
762,32,5000,85000,500,1,,
44441,52,125,65000,0,4,0,1
431,42,10000,45000,50000,7.5,0,2
287,27,,0,,0,,
334,23,25,12500,50,1,0,1
753,20,,0,,2,0,2
840,65,25,500,50,20,0,4
699,23,10000,4500,50,1,0,1
715,27,125,8250,50,4,3,3
224,32,5000,2500,500,0,,
962,27,10000,1500,0,1,0,1
571,27,25,500,0,1,0,1
598,27,10000,3500,5000,1,0,1
312,20,,0,,1,0,1
744,23,125,85000,50000,7.5,0,5
368,32,10000,133000,0,1,0,1
17909,32,500,0,,,,
190,37,25,0,,,,
6080,20,,0,,2,0,1
232,27,,0,,4,0,2
284,20,,0,,2,3,2
1487,37,10000,65000,100000,15,0,4
553,23,,0,,2,0,2
431,32,500,112500,0,7.5,0,4
488,27,10000,6250,100000,2,0,1
370,32,10000,12500,0,7.5,0,2
729,32,5000,35000,500,4,3,2
790,27,10000,22500,500,7.5,0,1
461,20,,0,,1,0,1
486,32,500,6250,500,4,0,3
484,23,5000,65000,500,2,0,2
4489,20,,0,,1,0,1
445,23,,0,,2,0,1
700,37,500,27500,0,1,0,1
391,27,25,45000,0,2,0,1
962,47,25,45000,5000,2,0,3
494,32,5000,1500,50,7.5,0,4
832,27,10000,45000,500,1,0,2
1253,27,125,22500,50000,4,0,4
545,42,10000,12500,5000,1,0,1
1549,23,10000,27500,50,2,3,2
976,47,25,500,50,1,0,1
4535,20,,0,,2,0,2
438,27,5000,8250,5000,4,1,1
35996,32,5000,175000,100000,4,0,4
1144,32,25,500,0,0,,
347,20,,0,,2,0,3
687,32,25,75000,5000,4,0,4
184,23,10000,12500,0,0,,
835,20,,0,,1,1,1
360,32,,0,,1,0,1
1784,27,10000,27500,500,7.5,0,5
415,27,500,17500,500,2,0,2
453,27,125,6250,50,4,0,4
519,27,125,27500,0,7.5,0,3
1366,42,10000,35000,5000,15,0,10
467,27,,0,,4,0,2
33186,23,,0,,4,0,4
150057,47,125,65000,0,7.5,0,3
611,27,125,45000,50000,4,0,3
951,27,125,12500,50000,2,0,1
159,32,,0,,20,25,2
981,47,5000,6250,0,4,0,3
453,20,,0,,1,1,1
1085,37,25,17500,500,15,1,5
153,27,,0,,0,,
527,27,25,1500,0,2,3,1
354,23,,0,,1,1,1
291,20,,0,,1,0,1
257,20,,0,,1,0,1
271209,23,25,75000,50,,,
419,27,10000,8250,0,4,0,2
530,23,10000,8250,500,2,0,2
442,23,5000,12500,50000,1,0,1
760,32,25,45000,100000,2,1,2
919,23,25,4500,100000,2,3,2
832,23,125,1500,50,4,0,4
565,37,500,35000,50000,,,
288,32,500,12500,50,0,,
743,23,125,8250,5000,2,1,2
477,32,5000,12500,5000,4,0,4
686,42,25,2500,5000,0,,
329,20,,0,,4,0,2
854,23,5000,6250,500,2,1,1
63466,23,,0,,0,,
655,27,10000,4500,50,1,1,2
367,27,10000,6250,0,4,0,3
581,27,10000,12500,0,2,1,2
1248,20,,0,,1,1,1
806,23,125,12500,500,1,0,1
516,27,125,3500,0,1,0,1
1225,32,5000,112500,50000,2,0,2
461,20,,0,,1,0,1
495,42,10000,112500,0,2,0,2
354,27,10000,8250,0,2,0,1
518,23,25,12500,0,2,0,2
441,47,125,1500,50,2,0,1
689,27,125,17500,5000,1,0,1
737,20,,0,,1,0,2
553,23,125,8250,500,1,0,2
225,23,,0,,2,0,2
405,23,10000,2500,0,1,0,1
399,32,500,75000,0,2,0,2
362,23,,0,,4,0,2
401,20,,0,,1,0,1
473,23,,0,,1,0,1
566,27,25,8250,500,2,0,3
338,20,,0,,2,0,2
621,32,500,55000,5000,4,0,3
758,37,5000,45000,0,1,0,1
293,27,500,6250,0,2,1,2
406804,27,,0,,,,
110658,47,,0,,,,
765,27,5000,8250,500,4,0,2
921,42,25,45000,100000,4,1,4
454,23,125,6250,50,4,0,2
213,32,125,112500,0,1,0,1
2583,27,25,35000,50,2,0,2
704,57,5000,22500,500,20,0,3
638,32,125,85000,0,2,0,1
87549,27,5000,75000,5000,4,12,4
987,23,25,500,0,0,,
277,20,25,500,0,0,,
484,20,,0,,1,0,1
1457,27,25,500,0,4,0,1
245,23,125,12500,0,2,0,1
411,27,25,35000,5000,2,0,2
946,32,125,3500,50,1,0,1
852,27,10000,75000,5000,7.5,3,10
419,23,,0,,2,0,3
621,20,,0,,2,1,2
335,23,,0,,2,0,2
170,52,10000,0,,,,
420,27,,0,,1,3,1
461,42,125,55000,5000,2,0,2
829,27,5000,65000,500,2,0,2
419,32,125,27500,0,7.5,0,5
370,27,,0,,4,0,2
861,27,5000,6250,0,1,0,1
573,27,125,22500,0,4,0,4
372,20,25,500,0,1,0,1
316,23,125,1500,0,2,0,1
521,27,,0,,1,0,1
687,20,,0,,2,1,2
332,20,,0,,1,0,1
968,23,25,4500,0,2,0,2
502,32,5000,95000,100000,7.5,,
825,27,5000,65000,5000,4,0,5
419,27,5000,17500,0,2,0,1
277,23,10000,500,0,0,,
354,27,,0,,1,0,1
401,20,125,2500,0,0,,
1258,32,5000,2500,500,4,0,1
403,27,25,6250,50000,2,,
386,20,25,500,0,0,,
44,32,,0,,,,
705,23,10000,6250,500,4,0,2
156,23,125,8250,0,0,,
401,27,25,500,0,2,0,2
1557,23,,0,,1,0,1
413,20,,0,,1,0,1
916,57,25,112500,0,20,0,5
133,37,10000,0,,,,
552,20,10000,35000,100000,4,0,3
85558,27,125,1500,50,0,,
526,32,10000,4500,0,7.5,0,4
402,23,125,6250,0,2,0,2
535,32,10000,55000,5000,4,0,10
163,32,125,0,,,,
244,27,,0,,1,0,1
431,23,10000,6250,500,2,0,2
301,23,,0,,4,1,3
747,23,5000,6250,50,4,25,3
796,27,5000,12500,50,1,0,1
446,32,5000,112500,50000,4,0,3
106365,23,5000,4500,0,4,0,3
331,27,125,500,0,2,3,1
161,37,5000,8250,0,0,,
946,23,10000,6250,0,1,12,2
472,23,,0,,0,,
256,27,,0,,2,0,2
765,42,500,85000,0,4,3,4
301,20,,0,,2,0,2
384,20,125,133000,100000,20,25,12
199,32,500,0,,,,
697,42,10000,45000,50000,2,0,10
982,27,5000,4500,5000,2,0,1
179,20,,0,,0,,
75,23,,0,,,,
312,23,,0,,2,1,2
1421,20,,0,,1,0,1
1498,47,500,55000,50000,2,3,3
267,20,,0,,2,1,2
3617,20,,0,,4,0,2
399,32,125,400000,100000,7.5,3,10
658,23,25,500,0,1,0,1
49,20,,0,,,,
261,37,,0,,1,0,1
361,27,,0,,4,0,2
363,23,,0,,2,0,1
1355,27,,0,,0,,
904,23,10000,500,0,1,0,1
596,27,,0,,4,0,1
308,65,5000,55000,,,,
1218,23,,0,,2,0,2
284,23,,0,,1,3,1
426,23,,0,,2,0,3
507,23,500,1500,500,4,3,3
449,42,5000,95000,0,4,0,4
385,27,,0,,1,0,1
1315,20,25,12500,50,4,0,2
706,27,,0,,1,12,1
313,27,,0,,2,0,2
151,57,25,0,,,,
649,37,5000,45000,100000,2,1,2
489,27,125,75000,100000,4,0,3
554,23,,0,,1,3,1
504,23,10000,55000,0,2,0,1
441,52,125,55000,0,20,0,5
41116,37,500,8250,50000,7.5,1,10
553,23,25,500,5000,1,0,1
1032,32,,0,,2,1,1
576,20,,0,,2,0,2
438,23,25,500,50,2,1,2
1053,47,25,2500,500,2,1,2
574,27,10000,65000,0,1,3,1
344,27,,0,,4,0,2
10178,37,125,133000,5000,,,
569,27,125,35000,5000,4,0,2
670,47,500,22500,0,1,0,1
337,27,10000,55000,50,2,0,1
240,65,5000,500000,50000,20,,
681,27,10000,6250,5000,2,0,3
688,32,,0,,2,0,1
635,27,500,500,5000,4,3,4
250,23,,0,,1,0,1
472,27,125,35000,5000,2,0,2
790,47,10000,133000,50000,7.5,0,2
483,23,25,500,0,4,0,1
429,20,,0,,4,3,1
286,32,25,35000,0,7.5,12,10
738,27,25,12500,50,4,0,2
215,20,,0,,2,0,1
799,27,,0,,2,0,2
620,37,5000,12500,500,4,0,3
502434,32,10000,112500,100000,4,0,3
369,47,,0,,4,0,3
649,20,5000,17500,0,1,0,1
1130,57,10000,133000,0,7.5,0,4
428,23,10000,22500,0,4,0,1
525,23,,0,,1,1,1
467,20,,0,,1,0,1
281,23,25,500,0,1,0,1
496,20,10000,12500,500,2,0,2
284,27,125,3500,0,4,0,1
212,27,10000,45000,0,,,
349,23,,0,,2,0,1
258,20,,0,,2,25,2
360,37,125,175000,100000,7.5,3,10
566,27,,0,,1,0,1
422,52,,0,,4,0,5
400,37,25,65000,5000,2,0,2
379,27,500,4500,0,1,0,1
454,32,5000,22500,5000,4,0,5
462,57,5000,500,100000,1,0,2
462,23,125,85000,500,2,3,4
483,47,25,27500,0,2,0,1
538,32,25,500,5000,15,0,2
412,27,,0,,4,0,2
485,37,25,65000,5000,2,0,2
635,32,10000,112500,5000,2,0,5
661,20,25,500,0,1,1,2
341,20,,0,,4,0,2
461,27,125,35000,5000,4,1,3
987,23,125,500,50,1,1,1
1101,27,25,17500,500,4,0,3
183,32,,0,,0,,
385,20,,0,,1,0,1
18707,32,5000,0,,,,
462,32,,0,,1,0,1
563,27,10000,65000,0,2,0,2
3257,27,25,45000,5000,2,3,2
105,32,25,1500,5000,,,
1054,47,10000,75000,100000,15,0,3
742,42,25,55000,500,20,0,3
551,27,25,500,500,2,0,2
76650,23,25,1500,500,1,0,1
255,20,,0,,1,0,1
275,23,,0,,1,0,1
737,27,10000,45000,0,2,0,3
518,32,5000,55000,50000,4,1,4
433,27,,0,,4,0,3
529,27,,0,,1,0,1
446,27,25,12500,50,2,0,2
1081,27,5000,1500,5000,2,0,3
323,23,,0,,2,0,1
401,23,5000,55000,0,4,0,3
715,37,,0,,1,0,1
328,20,25,6250,500,2,0,2
238,23,5000,55000,0,4,0,2
1001,32,25,6250,0,7.5,0,3
440,32,125,6250,5000,4,3,12
1087,47,25,112500,50000,15,0,12
391,23,,0,,2,0,2
1487,27,10000,500,50,4,0,4
412,37,125,112500,50,7.5,0,1
671,32,5000,112500,0,7.5,0,1
613,27,10000,75000,50,4,0,1
466,23,,0,,1,0,1
394,32,5000,75000,50000,1,0,2
1031,32,5000,112500,0,7.5,0,1
97,20,,0,,0,,
340,20,,0,,2,0,1
71536,23,,0,,2,0,1
337,27,5000,45000,0,4,3,2
734,32,25,12500,0,4,0,2
637,27,25,3500,50000,4,0,4
349,20,,0,,2,0,2
491,20,,0,,1,0,1
371,57,,0,,20,0,3
394,27,5000,2500,0,4,0,4
83,27,25,0,,,,
40707,32,125,6250,50,2,0,2
487,23,25,500,0,2,25,2
386,23,,0,,1,0,1
680,27,,0,,2,0,2
4959,32,10000,55000,5000,1,0,1
804,42,5000,95000,50000,2,0,1
801,27,5000,45000,50000,2,12,2
3187,37,,0,,,,
119,37,,0,,,,
132,20,,0,,,,
298,20,,0,,1,12,1
538,23,10000,35000,0,1,0,1
282,23,,0,,,,
1254,23,25,6250,5000,4,1,3
442971,47,25,95000,5000,1,0,3
390,27,10000,65000,50,7.5,0,5
309,42,125,2500,5000,,,
651,23,500,12500,5000,4,3,3
399,20,,0,,2,1,2
433,20,,0,,2,1,2
253,23,,0,,1,0,2
210,20,,0,,0,,
361,37,10000,133000,0,15,0,1
269,32,,0,,0,,
970,27,,0,,,,
104,70,125,55000,5000,,,
1385,27,5000,8250,5000,7.5,0,1
342841,32,500,0,,,,
326,27,5000,8250,0,0,,
258,32,,0,,1,0,1
253,23,,0,,1,12,1
476,27,5000,17500,0,4,3,3
734,27,125,75000,5000,2,0,3
5293,47,10000,12500,0,2,0,3
1508,42,10000,85000,100000,4,0,2
223,20,,0,,0,,
40,27,,0,,,,
316,20,,0,,1,0,1
606,27,25,85000,100000,2,0,2
719,23,25,500,50,,,
822,20,,0,,4,3,3
1655,42,500,65000,5000,4,1,4
573,20,,0,,2,0,2
236,23,,0,,1,,
491,32,500,2500,0,2,0,3
1077,23,25,500,50,4,0,2
548,23,10000,500,0,4,3,3
420,23,,0,,2,0,2
255,20,,0,,2,0,1
267,27,10000,12500,0,4,0,4
640,20,,0,,1,0,1
481,27,125,3500,0,1,0,2
549,27,25,8250,500,4,0,2
287,27,10000,27500,50,4,1,4
328,32,,0,,1,0,1
375,20,,0,,7.5,0,1
279,20,,0,,2,0,2
335,27,25,4500,500,0,,
299,23,500,12500,0,4,12,2
673,23,25,500,0,1,0,1
2749,23,,0,,2,0,1
969,32,,0,,4,0,3
372,23,,0,,1,0,1
378,20,,0,,2,0,2
327,20,,0,,1,0,1
397,23,10000,12500,5000,4,1,4
7425,23,10000,500,500,7.5,1,3
903,47,,0,,4,0,4
647,23,25,1500,500,1,1,2
302,27,125,1500,0,1,0,1
514,27,5000,17500,500,2,0,2
216001,23,,0,,,,
485,23,125,8250,50,1,0,1
425,23,25,500,50,1,0,2
330,23,,0,,4,1,2
779,23,25,500,50,4,0,2
552,23,500,8250,50,4,0,3
653,32,25,55000,50000,2,3,2
396,23,10000,1500,50,1,0,1
390,37,125,55000,0,15,0,4
513,23,5000,2500,5000,4,0,5
723,27,5000,55000,5000,4,0,3
982,27,10000,8250,500,2,0,2
818,27,5000,35000,0,4,0,3
448,37,10000,225000,0,1,0,1
640,47,10000,133000,0,2,0,2
667,27,500,12500,500,2,0,2
986,37,5000,35000,5000,1,3,2
3993,20,500,500,500,1,0,1
4238,27,125,8250,50,4,1,4
431,23,125,133000,500,4,0,3
860,57,125,85000,5000,7.5,0,2
966,37,125,12500,500,1,1,1
389,20,,0,,2,0,2
411,23,125,8250,500,1,0,1
407,27,,0,,1,0,1
8313,42,25,500,0,4,0,1
665,27,25,35000,5000,4,0,5
1577,23,,0,,,,
449,27,10000,6250,0,2,0,2
605,27,25,75000,0,4,0,2
12170,20,25,6250,500,4,3,2
637,37,10000,8250,0,1,1,2
276,20,,0,,7.5,0,3
512,27,,0,,4,0,2
536,23,5000,45000,0,2,0,2
249,23,,0,,7.5,0,4
592,23,5000,500,500,2,12,2
283,20,,0,,2,,
633,32,25,55000,500,2,0,3
625,23,5000,45000,500,4,0,3
424,23,25,500,0,2,0,2
178325,27,125,27500,0,2,0,2
233,27,,0,,4,0,4
481,37,500,95000,5000,4,0,3
391,27,25,35000,0,4,0,1
1025,47,5000,55000,5000,1,3,2
578,27,125,27500,500,4,1,1
408,23,,0,,1,0,1
315,23,,0,,1,0,2
653,27,10000,45000,0,4,1,12
605,27,5000,12500,50000,1,0,1
318,20,,0,,0,,
966,23,25,27500,5000,2,1,3
543,27,25,45000,0,2,0,2
312,23,,0,,2,0,1
616,32,125,500,500,1,3,1
821,27,25,35000,50,2,1,2
629,23,25,45000,0,7.5,0,5
6682,27,5000,500,500,1,1,1
269,32,,0,,4,0,3
548,27,5000,55000,500,4,0,4
555,27,5000,55000,50000,4,0,3
1631,27,125,55000,0,1,0,1
308,23,,0,,2,0,1
642,27,125,6250,0,4,0,4
397,27,25,65000,5000,2,0,2
165,23,,0,,0,,
667,27,125,45000,50000,4,0,4
1195,23,25,12500,50,7.5,0,3
374,23,,0,,,,
272,27,,0,,4,0,4
608,27,10000,112500,5000,4,0,3
124860,27,,0,,,,
801,27,10000,6250,50,4,1,3
427,23,500,500,500,2,0,1
606,27,10000,27500,5000,4,0,4
274,20,,0,,2,0,1
557,23,5000,75000,5000,15,0,3
613,37,5000,4500,500,2,0,2
547,20,,0,,1,0,2
992,42,125,65000,50000,1,0,1
200,27,25,0,,,,
892,32,25,6250,500,4,0,3
440,37,10000,65000,0,15,0,3
1814,47,500,55000,100000,15,0,12
721,42,125,45000,500,2,1,1
478,37,500,1500,0,0,,
340454,27,25,35000,500,4,0,5
177663,27,125,75000,5000,2,1,2
430,23,5000,500,0,1,0,1
871,27,125,35000,0,4,0,4
473,20,,0,,1,0,1
327,27,125,500,0,0,,
648,27,25,27500,0,2,3,2
298,20,125,3500,500,,,
438,23,10000,45000,100000,2,0,2
6336,37,25,65000,5000,2,0,2
123,37,,0,,,,
490,23,125,3500,0,2,0,1
700,23,,0,,2,0,2
789,27,125,75000,5000,4,0,4
3238,27,125,22500,50,1,0,1
486,23,,0,,2,0,2
737,42,25,6250,500,7.5,0,12
768,23,500,3500,50,2,0,2
385,32,5000,27500,5000,7.5,0,1
732,27,5000,55000,100000,4,0,3
1247,47,10000,45000,5000,4,3,3
634,47,10000,85000,5000,7.5,12,5
632,23,25,12500,0,7.5,0,5
549,27,10000,17500,0,4,0,5
476,23,,0,,2,0,1
1016,27,10000,500,100000,20,0,20
322,37,,0,,1,3,1
733,32,25,6250,50000,2,0,2
59806,20,25,12500,0,2,0,2
572,23,10000,1500,50,2,1,1
674,42,5000,75000,500,4,1,3
358,27,125,12500,500,2,0,2
1325,27,125,35000,500,1,0,1
713,20,125,17500,50000,2,0,2
396,23,25,2500,5000,4,1,2
398,23,,0,,4,0,3
687,52,125,95000,0,20,0,5
480696,23,25,3500,50,,,
304,23,,0,,1,0,1
740,23,500,12500,50,1,3,1
366,23,25,500,0,2,0,2
5545,20,,0,,,,
267,23,,0,,2,0,2
996,20,,0,,1,0,1
123,20,,0,,,,
904,23,,0,,2,,
890,23,25,8250,5000,2,3,4
139,27,5000,22500,0,,,
1426,47,500,12500,0,4,0,4
200,27,25,12500,0,0,,
367,23,125,500,50000,4,3,4
119,32,125,0,,,,
331,27,25,500,0,1,0,1
92,27,10000,0,,,,
1795,27,125,17500,500,4,1,5
330,20,,0,,2,,
550,23,25,500,50,1,0,1
736,23,10000,500,500,2,0,1
870,27,25,45000,500,2,0,2
152552,32,25,22500,0,4,25,5
495401,42,125,0,,,,
525,27,5000,500,0,4,0,1
809,42,125,45000,500,1,0,1
130,47,125,0,,,,
232,32,500,0,,,,
94,37,25,0,,,,
174,37,10000,0,,,,
157,37,125,133000,,,,
69,27,,0,,,,
507886,27,25,500,,,,
110409,27,5000,6250,500,2,1,2
169,27,25,0,,,,
154,37,5000,0,,,,
172582,23,,0,,4,0,1
293,23,125,500,0,,,
476,32,10000,3500,500,7.5,0,10
1106,27,125,27500,50,2,0,2
139,52,25,0,,,,
117,57,25,0,,,,
520,37,10000,55000,50000,1,0,1
93,27,,0,,,,
2102,32,,0,,2,0,2
616,47,25,0,,,,
89,42,10000,0,,,,
120,20,,0,,,,
1054,20,25,0,,,,
835,27,500,1500,0,1,0,1
462,47,5000,75000,5000,2,0,2
60,27,,0,,,,
221,27,25,6250,50,,,
988,32,125,12500,50,2,1,2
689,27,10000,65000,50000,2,3,2
87,20,,0,,,,
65,32,,0,,,,
71,37,,0,,,,
277,23,,0,,2,0,1
204,52,125,0,,,,
450,27,,0,,1,0,1
1614,27,25,35000,50000,,,
419,27,,0,,2,0,2
478448,27,10000,0,,,,
643,23,,0,,2,0,3
678,23,,0,,1,0,2
2072,27,,0,,,,
475,57,5000,0,,,,
109,23,125,0,,,,
512920,27,25,1500,50,,,
594,27,500,27500,5000,4,0,2
1575,27,5000,65000,0,1,0,2
510,27,10000,27500,50000,4,0,5
729,23,25,1500,50,2,3,2
197,20,,0,,,,
51,23,,0,,,,
670,37,10000,45000,5000,,,
105,23,,0,,,,
370,27,5000,2500,0,4,1,1
101,27,25,500,,,,
436,20,25,17500,50000,2,0,2
284,23,25,500,0,,,
338,23,125,1500,,,,
267,32,500,1500,50,2,,
58,27,,0,,,,
416,32,5000,12500,0,,,
157,20,,0,,,,
613,27,500,175000,5000,7.5,0,10
616,27,25,75000,50000,4,0,10
115,23,10000,0,,,,
3980,42,10000,65000,5000,4,3,5
265,20,,0,,,,
358,23,25,17500,50,2,0,2
870,27,125,0,,,,
424,37,25,6250,5000,,,
244,20,,0,,,,
249,20,,0,,,,
588,20,,0,,1,0,1
391,20,,0,,1,0,1
113,20,10000,500,,,,
329,37,25,2500,0,,,
139,37,10000,85000,100000,,,
457,57,10000,12500,5000,4,,
610,27,25,6250,50000,2,0,2
126,23,25,500,0,,,
91,23,10000,0,,,,
1454,27,10000,35000,5000,2,0,2
198,23,5000,4500,,,,
575,23,25,3500,0,1,0,1
145,23,125,0,,,,
422,42,5000,112500,0,,,
483627,47,,0,,,,
44,37,,0,,,,
186,27,500,2500,500,,,
8819,27,25,12500,500,4,1,2
34,27,,0,,,,
753,23,5000,22500,0,,,
288,65,5000,75000,50000,20,,
669,42,10000,0,,,,
90,20,,0,,,,
132,20,25,1500,0,,,
1106,37,10000,55000,100000,4,0,2
3174,20,,0,,,,
83,37,25,0,,,,
184,47,125,0,,,,
150,23,10000,500,5000,,,
514,27,10000,500,0,4,0,1
1467,27,25,6250,5000,2,0,2
141,23,25,0,,,,
467544,23,25,0,,,,
297,23,,0,,,,
89,20,,0,,,,
2278,42,25,0,,,,
814,27,,0,,2,0,2
3832,27,125,0,,,,
189,47,25,0,,,,
144,23,125,0,,,,
376,37,10000,65000,50000,2,0,1
108,23,,0,,,,
474,32,5000,35000,50000,4,0,12
1140,23,,0,,2,0,2
614,20,,0,,4,0,2
337,27,25,12500,0,,,
88,32,10000,0,,,,
346915,20,,0,,,,
523,23,125,17500,500,4,1,3
822,27,,0,,,,
362,23,5000,8250,0,2,0,2
99,27,125,0,,,,
487,23,5000,500,50,4,0,2
123,42,10000,0,,,,
252,27,500,6250,0,,,
165,23,125,3500,,,,
247,37,125,0,,,,
241,20,25,500,50,,,
144,37,125,0,,,,
1943,20,,0,,1,1,1
279,32,,0,,,,
85,32,5000,0,,,,
316,27,500,1500,500,,,
205,23,25,0,,,,
529,27,125,17500,0,4,0,5
92,23,125,0,,,,
180,23,5000,0,,,,
63,27,10000,0,,,,
87,23,,0,,,,
489,32,5000,45000,5000,2,0,2
381,37,5000,0,,,,
628,32,25,12500,0,4,0,2
713,27,,0,,4,0,4
308,32,25,4500,0,0,,
498,27,25,500,0,,,
439,20,500,500,0,1,0,1
569,20,,0,,1,0,1
457458,37,5000,45000,0,,,
102,27,,0,,,,
493,65,500,500,0,20,0,5
1357,37,10000,65000,5000,1,3,1
256,37,125,95000,500,1,,
269,23,,0,,2,0,1
243,20,,0,,1,0,1
632,52,25,55000,50,4,3,1
182,23,,0,,,,
119,27,25,0,,,,
346,23,,0,,2,0,2
874,47,10000,95000,50,1,0,2
146,20,,0,,,,
346,47,5000,22500,0,,,
522,37,125,112500,100000,4,0,5
610,23,25,500,0,1,0,1
411,23,125,45000,500,2,0,2
543,23,,0,,1,0,1
157,42,25,2500,,,,
67,20,125,35000,,,,
213,27,500,55000,0,,,
729,20,25,1500,,,,
1753,20,500,0,,,,
183,37,125,0,,,,
190,23,,0,,1,,
111,20,25,0,,,,
271,27,,0,,,,
619,23,25,6250,5000,,,
476,27,500,75000,0,7.5,0,1
46,57,,0,,,,
452797,32,125,0,,,,
336,23,25,0,,,,
318,27,,0,,,,
326,20,,0,,2,1,1
612,37,10000,4500,500,15,,
158,27,10000,12500,5000,,,
108,23,,0,,,,
137,20,,0,,,,
523,27,25,35000,0,4,0,4
263,32,,0,,,,
46,32,,0,,,,
2728,23,10000,6250,500,,,
614,23,,0,,2,0,2
406,27,25,3500,0,1,0,1
46,42,,0,,,,
512929,27,25,17500,5000,,,
67,57,,0,,,,
166,52,25,175000,5000,20,,
1012,27,10000,0,,,,
738,32,10000,1500,50000,2,0,2
1512,20,10000,500000,5000,,,
104,42,10000,95000,,,,
112,32,,0,,,,
